# columns = TERM LEMMA POS PROB
# identifier = balzac1842FC54
# creator = Balzac, Honoré de
# created = 1842
# modified = 1846
# title = Un épisode sous la Terreur. Études de mœurs. Scènes de la vie politique

↵↵	↵↵	PUNCTstruct
puisque	puisque	SCONJ
il	il	PRON
ne	ne	ADV
y	y	PRON
a	avoir	VERB
plus	plus	ADV
de	de	ADP
roi	roi	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
il y a	il y a	VERB
un	un	DET
tel	tel	PRON
accent	accent	NOUN
de	de	ADP
vérité	vérité	NOUN
dans	dans	ADP
ces	ce	DET
paroles	parole	NOUN
,	,	PUNCTclause
que	que	SCONJ
la	le	DET
sœur	sœur	NOUN
Agathe	Agathe	PROPN
,	,	PUNCTclause
celle	celle	PRON
des	un	ADP_DET
deux	deux	NUM
religieuses	religieux	NOUN
qui	qui	PRON
appartenait	appartenir	VERB
à	à	ADP
la	le	DET
maison	maison	NOUN
de	de	ADP
Langeais	Langeais	PROPN
,	,	PUNCTclause
et	et	CCONJ
dont	dont	PRON
les	le	DET
manières	manière	NOUN
semblaient	sembler	VERB
annoncer	annoncer	VERB
que	que	SCONJ
elle	elle	PRON
avait	avoir	AUX
autrefois	autrefois	ADV
connu	connaître	VERB
l'	le	DET
éclat	éclat	NOUN
des	un	ADP_DET
fêtes	fête	NOUN
et	et	CCONJ
respiré	respirer	VERB
l'	le	DET
air	air	NOUN
de	de	ADP
la	le	DET
cour	cour	NOUN
,	,	PUNCTclause
se	se	PRON
empressa	empresser	VERB
de	de	ADP
indiquer	indiquer	VERB
une	un	DET
des	un	ADP_DET
chaises	chaise	NOUN
comme	comme	ADP
pour	pour	ADP
prier	prier	VERB
leur	leur	DET
hôte	hôte	NOUN
de	de	ADP
se	se	PRON
asseoir	asseoir	VERB
.	.	PUNCTsent
l'	le	DET
inconnu	inconnu	NOUN
manifesta	manifester	VERB
une	un	DET
sorte	sorte	NOUN
de	de	ADP
joie	joie	NOUN
mêlée	mêler	VERB
de	de	ADP
tristesse	tristesse	NOUN
en	en	ADP
comprenant	comprendre	VERB
ce	ce	DET
geste	geste	NOUN
,	,	PUNCTclause
et	et	CCONJ
attendit	attendre	VERB
pour	pour	ADP
prendre place	prendre place	VERB
que	que	SCONJ
les	le	DET
deux	deux	NUM
respectables	respectable	ADJ
filles	fille	NOUN
fussent	être	VERB
assises	assise	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
avez	avoir	AUX
donné	donner	VERB
asile	asile	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
il	il	PRON
,	,	PUNCTclause
à	à	ADP
un	un	DET
vénérable	vénérable	ADJ
prêtre	prêtre	NOUN
non	non	ADV
assermenté	assermenté	ADJ
,	,	PUNCTclause
qui	qui	PRON
a	avoir	AUX
miraculeusement	miraculeusement	ADV
échappé	échapper	VERB
aux	au	ADP_DET
massacres	massacre	NOUN
des	un	ADP_DET
Carmes	Carmes	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Hosanna	Hosanna	PROPN
!…	!…	PUNCTsent
dit	dire	VERB
la	le	DET
sœur	sœur	NOUN
Agathe	Agathe	PROPN
en	en	ADP
interrompant	interrompre	VERB
l'	le	DET
étranger	étranger	NOUN
et	et	CCONJ
le	le	DET
regardant	regarder	VERB
avec	avec	ADP
une	un	DET
inquiète	inquiet	ADJ
curiosité	curiosité	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
ne	ne	ADV
se	se	PRON
nomme	nommer	VERB
pas	pas	ADV
ainsi	ainsi	ADV
,	,	PUNCTclause
je	je	PRON
crois	croire	VERB
,	,	PUNCTclause
répondit	répondre	VERB
il	il	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Mais	mais	CCONJ
,	,	PUNCTclause
monsieur	monsieur	NOUN
,	,	PUNCTclause
dit	dire	VERB
vivement	vivement	ADV
la	le	DET
sœur	sœur	NOUN
Marthe	Marthe	PROPN
,	,	PUNCTclause
nous	nous	PRON
ne	ne	ADV
avons	avoir	AUX
pas	pas	ADV
de	de	DET
prêtre	prêtre	NOUN
ici	ici	ADV
,	,	PUNCTclause
et	et	CCONJ
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
faudrait	falloir	VERB
alors	alors	ADV
avoir	avoir	VERB
plus	plus	ADV
de	de	DET
soin	soin	NOUN
et	et	CCONJ
de	de	ADP
prévoyance	prévoyance	NOUN
,	,	PUNCTclause
répliqua	répliquer	VERB
doucement	doucement	ADV
l'	le	DET
étranger	étranger	NOUN
en	en	ADP
avançant	avancer	VERB
le	le	DET
bras	bras	NOUN
vers	vers	ADP
la	le	DET
table	table	NOUN
et	et	CCONJ
y	y	PRON
prenant	prendre	VERB
un	un	DET
bréviaire	bréviaire	NOUN
.	.	PUNCTsent
Je	je	PRON
ne	ne	ADV
pense	penser	VERB
pas	pas	ADV
que	que	SCONJ
vous	vous	PRON
sachiez	savoir	VERB
le	le	DET
latin	latin	NOUN
,	,	PUNCTclause
et	et	CCONJ
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Il	il	PRON
ne	ne	ADV
continua	continuer	VERB
pas	pas	ADV
,	,	PUNCTclause
car	car	CCONJ
l'	le	DET
émotion	émotion	NOUN
extraordinaire	extraordinaire	ADJ
qui	qui	PRON
se	se	PRON
peignit	peindre	VERB
sur	sur	ADP
les	le	DET
figures	figure	NOUN
des	un	ADP_DET
deux	deux	NUM
pauvres	pauvre	NOUN
religieuses	religieux	ADJ
lui	lui	PRON
fit	faire	AUX
craindre	craindre	VERB
de	de	ADP
être	être	AUX
allé	aller	VERB
trop	trop	ADV
loin	loin	ADV
,	,	PUNCTclause
elles	elles	PRON
étaient	être	AUX
tremblantes	tremblant	ADJ
et	et	CCONJ
leurs	leur	DET
yeux	œil	NOUN
se	se	PRON
emplirent	emplir	VERB
de	de	ADP
larmes	larme	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Rassurez	rassurer	VERB
vous	vous	PRON
,	,	PUNCTclause
leur	leur	PRON
dit	dire	VERB
il	il	PRON
de	de	ADP
une	un	DET
voix	voix	NOUN
franche	franc	ADJ
,	,	PUNCTclause
je	je	PRON
sais	savoir	VERB
le	le	DET
nom	nom	NOUN
de	de	ADP
votre	votre	DET
hôte	hôte	NOUN
et	et	CCONJ
les vôtres	les vôtres	PRON
,	,	PUNCTclause
et	et	CCONJ
depuis	depuis	ADP
trois	trois	NUM
jours	jour	NOUN
je	je	PRON
suis	être	AUX
instruit	instruire	VERB
de	de	ADP
votre	votre	DET
détresse	détresse	NOUN
et	et	CCONJ
de	de	ADP
votre	votre	DET
dévouement	dévouement	NOUN
pour	pour	ADP
le	le	DET
vénérable	vénérable	ADJ
abbé	abbé	NOUN
de	de	ADP
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Chut	choir	VERB
!	!	PUNCTsent
dit	dire	VERB
naïvement	naïvement	ADV
sœur	sœur	NOUN
Agathe	Agathe	PROPN
en	en	ADP
mettant	mettre	VERB
un	un	DET
doigt	doigt	NOUN
sur	sur	ADP
ses	son	DET
lèvres	lèvre	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
voyez	voir	VERB
,	,	PUNCTclause
mes	mon	DET
sœurs	sœur	NOUN
,	,	PUNCTclause
que	que	SCONJ
,	,	PUNCTclause
si	si	SCONJ
je	je	PRON
avais	avoir	AUX
conçu	concevoir	VERB
l'	le	DET
horrible	horrible	ADJ
dessein	dessein	NOUN
de	de	ADP
vous	vous	PRON
trahir	trahir	VERB
,	,	PUNCTclause
je	je	PRON
aurais	avoir	AUX
déjà	déjà	ADV
pu	pouvoir	VERB
l'	le	DET
accomplir	accomplir	VERB
plus	plus	ADV
de	de	ADP
une fois	une fois	ADV
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
En	en	ADP
entendant	entendre	VERB
ces	ce	DET
paroles	parole	NOUN
,	,	PUNCTclause
le	le	DET
prêtre	prêtre	NOUN
se	se	PRON
dégagea	dégager	VERB
de	de	ADP
sa	son	DET
prison	prison	NOUN
et	et	CCONJ
reparut	reparaître	VERB
au milieu de	au milieu de	ADP
la	le	DET
chambre	chambre	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
saurais	savoir	VERB
croire	croire	VERB
,	,	PUNCTclause
monsieur	monsieur	NOUN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
à	à	ADP
l'	le	DET
inconnu	inconnu	NOUN
,	,	PUNCTclause
que	que	SCONJ
vous	vous	PRON
soyez	être	AUX
un	un	PRON
de	de	ADP
nos	nos	DET
persécuteurs	persécuteur	NOUN
,	,	PUNCTclause
et	et	CCONJ
je	je	PRON
me	me	PRON
fie	fier	VERB
à	à	ADP
vous	vous	PRON
.	.	PUNCTsent
Que	que	SCONJ
voulez	vouloir	VERB
vous	vous	PRON
de	de	ADP
moi	moi	PRON
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
sainte	saint	NOUN
confiance	confiance	NOUN
du	du	ADP_DET
prêtre	prêtre	NOUN
,	,	PUNCTclause
la	le	DET
noblesse	noblesse	NOUN
répandue	répandre	VERB
dans	dans	ADP
tous	tout	ADJ
ses	son	DET
traits	trait	NOUN
auraient	avoir	AUX
désarmé	désarmer	VERB
des	un	ADP_DET
assassins	assassin	NOUN
.	.	PUNCTsent
Le	le	DET
mystérieux	mystérieux	ADJ
personnage	personnage	NOUN
qui	qui	PRON
était	être	AUX
venu	venir	VERB
animer	animer	VERB
cette	ce	DET
scène	scène	NOUN
de	de	ADP
misère	misère	NOUN
et	et	CCONJ
de	de	ADP
résignation	résignation	NOUN
contempla	contempler	VERB
pendant	pendant	ADP
un	un	DET
moment	moment	NOUN
le	le	DET
groupe	groupe	NOUN
formé	former	VERB
par	par	ADP
ces	ce	DET
trois	trois	NUM
êtres	être	NOUN
;	;	PUNCTclause
puis	puis	CCONJ
,	,	PUNCTclause
il	il	PRON
prit	prendre	VERB
un	un	DET
ton	ton	NOUN
de	de	ADP
confidence	confidence	NOUN
,	,	PUNCTclause
se	se	PRON
adressa	adresser	VERB
au	au	ADP_DET
prêtre	prêtre	NOUN
en	en	ADP
ces	ce	DET
termes	terme	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Mon	Mon	PROPN
père	père	NOUN
,	,	PUNCTclause
je	je	PRON
venais	venir	VERB
vous	vous	PRON
supplier	supplier	VERB
de	de	ADP
célébrer	célébrer	VERB
une	un	DET
messe	messe	NOUN
mortuaire	mortuaire	ADJ
pour	pour	ADP
le	le	DET
repos	repos	NOUN
de	de	ADP
l'	le	DET
âme	âme	NOUN
…	…	PUNCTsent
de	de	ADP
un	un	DET
…	…	PUNCTsent
de	de	ADP
une	un	DET
personne	personne	NOUN
sacrée	sacré	ADJ
et	et	CCONJ
dont	dont	PRON
le	le	DET
corps	corps	NOUN
ne	ne	ADV
reposera	reposer	VERB
jamais	jamais	ADV
dans	dans	ADP
la	le	DET
terre	terre	NOUN
sainte	saint	ADJ
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Le	le	DET
prêtre	prêtre	NOUN
frissonna	frissonner	VERB
involontairement	involontairement	ADV
.	.	PUNCTsent
Les	le	DET
deux	deux	NUM
religieuses	religieux	NOUN
,	,	PUNCTclause
ne	ne	ADV
comprenant	comprendre	VERB
pas	pas	ADV
encore	encore	ADV
de	de	ADP
qui	qui	PRON
l'	le:PRON	PRON
inconnu	inconnu	ADJ
voulait	vouloir	VERB
parler	parler	VERB
,	,	PUNCTclause
restèrent	rester	VERB
le	le	DET
cou	cou	NOUN
tendu	tendu	ADJ
,	,	PUNCTclause
le	le	DET
visage	visage	NOUN
tourné	tourner	VERB
vers	vers	ADP
les	le	DET
deux	deux	NUM
interlocuteurs	interlocuteur	NOUN
,	,	PUNCTclause
et	et	CCONJ
dans	dans	ADP
une	un	DET
attitude	attitude	NOUN
de	de	ADP
curiosité	curiosité	NOUN
.	.	PUNCTsent
l'	le	DET
ecclésiastique	ecclésiastique	NOUN
examina	examiner	VERB
l'	le	DET
étranger	étranger	NOUN
:	:	PUNCTclause
une	un	DET
anxiété	anxiété	NOUN
non	non	ADV
équivoque	équivoque	ADJ
était	être	AUX
peinte	peindre	VERB
sur	sur	ADP
sa	son	DET
figure	figure	NOUN
et	et	CCONJ
ses	son	DET
regards	regard	NOUN
exprimaient	exprimer	VERB
de	de	ADP
ardentes	ardent	ADJ
supplications	supplication	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
répondit	répondre	VERB
le	le	DET
prêtre	prêtre	NOUN
,	,	PUNCTclause
ce	ce	DET
soir	soir	NOUN
,	,	PUNCTclause
à	à	ADP
minuit	minuit	NOUN
,	,	PUNCTclause
revenez	revenir	VERB
,	,	PUNCTclause
et	et	CCONJ
je	je	PRON
serai	être	AUX
prêt à	prêt à	ADP
célébrer	célébrer	VERB
le	le	DET
seul	seul	ADJ
service	service	NOUN
funèbre	funèbre	ADJ
que	que	SCONJ
nous	nous	PRON
puissions	pouvoir	VERB
offrir	offrir	VERB
en	en	ADP
expiation	expiation	NOUN
du	du	ADP_DET
crime	crime	NOUN
dont	dont	PRON
vous	vous	PRON
parlez	parler	VERB
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
l'	le	DET
inconnu	inconnu	NOUN
tressaillit	tressaillir	VERB
,	,	PUNCTclause
mais	mais	CCONJ
une	un	DET
satisfaction	satisfaction	NOUN
tout	tout	ADJ
à la fois	à la fois	ADV
douce	doux	ADJ
et	et	CCONJ
grave	grave	ADJ
parut	paraître	VERB
triompher	triompher	VERB
de	de	ADP
une	un	DET
douleur	douleur	NOUN
secrète	secret	ADJ
.	.	PUNCTsent
Après	après	ADP
avoir	avoir	AUX
respectueusement	respectueusement	ADV
salué	saluer	VERB
le	le	DET
prêtre	prêtre	NOUN
et	et	CCONJ
les	le	DET
deux	deux	NUM
saintes	saint	ADJ
filles	fille	NOUN
,	,	PUNCTclause
il	il	PRON
disparut	disparaître	VERB
en	en	ADP
témoignant	témoigner	VERB
une	un	DET
sorte	sorte	NOUN
de	de	ADP
reconnaissance	reconnaissance	NOUN
muette	muet	ADJ
qui	qui	PRON
fut	être	AUX
comprise	comprendre	VERB
par	par	ADP
ces	ce	DET
trois	trois	NUM
âmes	âme	NOUN
généreuses	généreux	ADJ
.	.	PUNCTsent
Environ	environ	ADV
deux	deux	NUM
heures	heure	NOUN
après	après	ADP
cette	ce	DET
scène	scène	NOUN
,	,	PUNCTclause
l'	le	DET
inconnu	inconnu	NOUN
revint	revenir	VERB
,	,	PUNCTclause
frappa	frapper	VERB
discrètement	discrètement	ADV
à	à	ADP
la	le	DET
porte	porte	NOUN
du	du	ADP_DET
grenier	grenier	NOUN
,	,	PUNCTclause
et	et	CCONJ
fut	être	AUX
introduit	introduire	VERB
par	par	ADP
mademoiselle	mademoiselle	NOUN
de	de	ADP
Beauséant	Beauséant	PROPN
,	,	PUNCTclause
qui	qui	PRON
le	le:PRON	PRON
conduisit	conduire	VERB
dans	dans	ADP
la	le	DET
seconde	second	ADJ
chambre	chambre	NOUN
de	de	ADP
ce	ce	DET
modeste	modeste	ADJ
réduit	réduit	NOUN
,	,	PUNCTclause
où	où	PRON
tout	tout	PRON
avait	avoir	AUX
été	être	AUX
préparé	préparer	VERB
pour	pour	ADP
la	le	DET
cérémonie	cérémonie	NOUN
.	.	PUNCTsent
Entre	entre	ADP
deux	deux	NUM
tuyaux	tuyau	NOUN
de	de	ADP
la	le	DET
cheminée	cheminée	NOUN
,	,	PUNCTclause
les	le	DET
deux	deux	NUM
religieuses	religieux	NOUN
avaient	avoir	AUX
apporté	apporter	VERB
la	le	DET
vieille	vieux	ADJ
commode	commode	NOUN
dont	dont	PRON
les	le	DET
contours	contour	NOUN
antiques	antique	ADJ
étaient	être	AUX
ensevelis	ensevelir	VERB
sous	sous	ADP
un	un	DET
magnifique	magnifique	ADJ
devant	devant	NOUN
de	de	ADP
autel	autel	NOUN
en	en	ADP
moire	moire	NOUN
verte	vert	ADJ
.	.	PUNCTsent
Un	un	DET
grand	grand	ADJ
crucifix	crucifix	NOUN
de	de	ADP
ébène	ébène	NOUN
et	et	CCONJ
de	de	ADP
ivoire	ivoire	NOUN
attaché	attacher	VERB
sur	sur	ADP
le	le	DET
mur	mur	NOUN
jaune	jaune	ADJ
en	en	ADP
faisait	faire	VERB
ressortir	ressortir	VERB
la	le	DET
nudité	nudité	NOUN
et	et	CCONJ
attirait	attirer	VERB
nécessairement	nécessairement	ADV
les	le	DET
regards	regard	NOUN
.	.	PUNCTsent
Quatre	Quatre	NUM
petits	petit	ADJ
cierges	cierge	NOUN
fluets	fluet	ADJ
que	que	SCONJ
les	le	DET
sœurs	sœur	NOUN
avaient	avoir	AUX
réussi	réussir	VERB
à	à	ADP
fixer	fixer	VERB
sur	sur	ADP
cet	ce	DET
autel	autel	NOUN
improvisé	improviser	VERB
en	en	ADP
les	le	DET
scellant	sceller	VERB
dans	dans	ADP
de	de	ADP
la	le	DET
cire	cire	NOUN
à	à	ADP
cacheter	cacheter	VERB
,	,	PUNCTclause
jetaient	jeter	VERB
une	un	DET
lueur	lueur	NOUN
pâle	pâle	ADJ
et	et	CCONJ
mal	mal	ADV
réfléchie	réfléchir	VERB
par	par	ADP
le	le	DET
mur	mur	NOUN
.	.	PUNCTsent
Cette	ce	DET
faible	faible	ADJ
lumière	lumière	NOUN
éclairait	éclairer	VERB
à peine	à peine	ADV
le	le	DET
reste	reste	NOUN
de	de	ADP
la	le	DET
chambre	chambre	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
en	en	ADP
ne	ne	ADV
donnant	donner	VERB
son	son	DET
éclat	éclat	NOUN
que	que	SCONJ
aux	au	ADP_DET
choses	chose	NOUN
saintes	saint	ADJ
,	,	PUNCTclause
elle	elle	PRON
ressemblait	ressembler	VERB
à	à	ADP
un	un	DET
rayon	rayon	NOUN
tombé	tombé	ADJ
du	du	ADP_DET
ciel	ciel	NOUN
sur	sur	ADP
cet	ce	DET
autel	autel	NOUN
sans	sans	ADP
ornement	ornement	NOUN
.	.	PUNCTsent
Le	le	DET
carreau	carreau	NOUN
était	être	AUX
humide	humide	ADJ
.	.	PUNCTsent
Le	le	DET
toit	toit	NOUN
,	,	PUNCTclause
qui	qui	PRON
,	,	PUNCTclause
des	un	ADP_DET
deux	deux	NUM
côtés	côté	NOUN
,	,	PUNCTclause
se	se	PRON
abaissait	abaisser	VERB
rapidement	rapidement	ADV
,	,	PUNCTclause
comme	comme	SCONJ
dans	dans	ADP
les	le	DET
greniers	grenier	NOUN
,	,	PUNCTclause
avait	avoir	VERB
quelques	quelque	DET
lézardes	lézard	NOUN
par	par	ADP
lesquelles	lesquelles	PRON
passait	passer	VERB
un	un	DET
vent	vent	NOUN
glacial	glacial	ADJ
.	.	PUNCTsent
Rien	rien	PRON
ne	ne	ADV
était	être	AUX
moins	moins	ADV
pompeux	pompeux	ADJ
,	,	PUNCTclause
et	et	CCONJ
cependant	cependant	ADV
rien	rien	PRON
peut-être	peut-être	ADV
ne	ne	ADV
fut	être	AUX
plus	plus	ADV
solennel	solennel	ADJ
que	que	SCONJ
cette	ce	DET
cérémonie	cérémonie	NOUN
lugubre	lugubre	ADJ
.	.	PUNCTsent
Un	un	DET
profond	profond	ADJ
silence	silence	NOUN
,	,	PUNCTclause
qui	qui	PRON
aurait	avoir	AUX
permis	permettre	VERB
de	de	ADP
entendre	entendre	VERB
le	le	DET
plus	plus	ADV
léger	léger	ADJ
cri	cri	NOUN
proféré	proférer	VERB
sur	sur	ADP
la	le	DET
route	route	NOUN
de	de	ADP
Allemagne	Allemagne	PROPN
,	,	PUNCTclause
répandait	répandre	VERB
une	un	DET
sorte	sorte	NOUN
de	de	ADP
majesté	majesté	NOUN
sombre	sombre	ADJ
sur	sur	ADP
cette	ce	DET
scène	scène	NOUN
nocturne	nocturne	ADJ
.	.	PUNCTsent
Enfin	enfin	ADV
la	le	DET
grandeur	grandeur	NOUN
de	de	ADP
l'	le	DET
action	action	NOUN
contrastait	contraster	VERB
si	si	ADV
fortement	fortement	ADV
avec	avec	ADP
la	le	DET
pauvreté	pauvreté	NOUN
des	un	ADP_DET
choses	chose	NOUN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
en	en	PRON
résultait	résulter	VERB
un	un	DET
sentiment	sentiment	NOUN
de	de	ADP
effroi	effroi	NOUN
religieux	religieux	ADJ
.	.	PUNCTsent
De	de	ADP
chaque	chaque	DET
côté	côté	NOUN
de	de	ADP
l'	le	DET
autel	autel	NOUN
,	,	PUNCTclause
les	le	DET
deux	deux	NUM
vieilles	vieux	ADJ
recluses	reclus	NOUN
,	,	PUNCTclause
agenouillées	agenouiller	VERB
sur	sur	ADP
la	le	DET
tuile	tuile	NOUN
du	du	ADP_DET
plancher	plancher	NOUN
sans	sans	ADP
se	se	PRON
inquiéter	inquiéter	VERB
de	de	ADP
son	son	DET
humidité	humidité	NOUN
mortelle	mortel	ADJ
,	,	PUNCTclause
priaient	prier	VERB
de	de	ADP
concert	concert	NOUN
avec	avec	ADP
le	le	DET
prêtre	prêtre	NOUN
,	,	PUNCTclause
qui	qui	PRON
,	,	PUNCTclause
revêtu	revêtir	VERB
de	de	ADP
ses	son	DET
habits	habit	NOUN
pontificaux	pontifical	ADJ
,	,	PUNCTclause
disposait	disposer	VERB
un	un	DET
calice	calice	NOUN
de	de	ADP
or	or	NOUN
orné	orner	VERB
de	de	ADP
pierres	pierre	NOUN
précieuses	précieux	ADJ
,	,	PUNCTclause
vase	vase	NOUN
sacré	sacrer	VERB
sauvé	sauver	VERB
sans doute	sans doute	ADV
du	du	ADP_DET
pillage	pillage	NOUN
de	de	ADP
l'	le	DET
abbaye	abbaye	NOUN
de	de	ADP
Chelles	Chelles	PROPN
.	.	PUNCTsent
auprès de	auprès de	ADP
ce	ce	DET
ciboire	ciboire	NOUN
,	,	PUNCTclause
monument	monument	NOUN
de	de	ADP
une	un	DET
royale	royal	ADJ
magnificence	magnificence	NOUN
,	,	PUNCTclause
l'	le	DET
eau	eau	NOUN
et	et	CCONJ
le	le	DET
vin	vin	NOUN
destinés	destiner	VERB
au	au	ADP_DET
saint	saint	NOUN
sacrifice	sacrifice	NOUN
étaient	être	AUX
contenus	contenir	VERB
dans	dans	ADP
deux	deux	NUM
verres	verre	NOUN
à peine	à peine	ADV
dignes	digne	ADJ
du	du	ADP_DET
dernier	dernier	ADJ
cabaret	cabaret	NOUN
.	.	PUNCTsent
faute de	faute de	ADP
missel	missel	NOUN
,	,	PUNCTclause
le	le	DET
prêtre	prêtre	NOUN
avait	avoir	AUX
posé	poser	VERB
son	son	DET
bréviaire	bréviaire	NOUN
sur	sur	ADP
un	un	DET
coin	coin	NOUN
de	de	ADP
l'	le	DET
autel	autel	NOUN
.	.	PUNCTsent
Une	un	DET
assiette	assiette	NOUN
commune	commun	ADJ
était	être	AUX
préparée	préparer	VERB
pour	pour	ADP
le	le	DET
lavement	lavement	NOUN
des	un	ADP_DET
mains	main	NOUN
innocentes	innocent	ADJ
et	et	CCONJ
pures	pur	ADJ
de	de	ADP
sang	sang	NOUN
.	.	PUNCTsent
Tout	tout	PRON
était	être	AUX
immense	immense	ADJ
,	,	PUNCTclause
mais	mais	CCONJ
petit	petit	ADJ
;	;	PUNCTclause
pauvre	pauvre	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
noble	noble	ADJ
;	;	PUNCTclause
profane	profane	ADJ
et	et	CCONJ
saint	saint	ADJ
tout	tout	ADV
à la fois	à la fois	ADV
.	.	PUNCTsent
l'	le	DET
inconnu	inconnu	NOUN
vint	venir	VERB
pieusement	pieusement	ADV
se	se	PRON
agenouiller	agenouiller	VERB
entre	entre	ADP
les	le	DET
deux	deux	NUM
religieuses	religieux	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
tout	tout	PRON
à	à	ADP
coup	coup	NOUN
,	,	PUNCTclause
en	en	ADP
apercevant	apercevoir	VERB
un	un	DET
crêpe	crêpe	NOUN
au	au	ADP_DET
calice	calice	NOUN
et	et	CCONJ
au	au	ADP_DET
crucifix	crucifix	NOUN
,	,	PUNCTclause
car	car	CCONJ
,	,	PUNCTclause
ne	ne	ADV
ayant	avoir	VERB
rien	rien	PRON
pour	pour	ADP
annoncer	annoncer	VERB
la	le	DET
destination	destination	NOUN
de	de	ADP
cette	ce	DET
messe	messe	NOUN
funèbre	funèbre	ADJ
,	,	PUNCTclause
le	le	DET
prêtre	prêtre	NOUN
avait	avoir	AUX
mis	mettre	VERB
Dieu	Dieu	PROPN
lui-même	lui-même	PRON
en	en	ADP
deuil	deuil	NOUN
,	,	PUNCTclause
il	il	PRON
fut	être	AUX
assailli	assaillir	VERB
de	de	ADP
un	un	DET
souvenir	souvenir	NOUN
si	si	ADV
puissant	puissant	ADJ
que	que	PRON
des	un	DET
gouttes	goutte	NOUN
de	de	ADP
sueur	sueur	NOUN
se	se	PRON
formèrent	former	VERB
sur	sur	ADP
son	son	DET
large	large	ADJ
front	front	NOUN
.	.	PUNCTsent
Les	le	DET
quatre	quatre	NUM
silencieux	silencieux	ADJ
acteurs	acteur	NOUN
de	de	ADP
cette	ce	DET
scène	scène	NOUN
se	se	PRON
regardèrent	regarder	VERB
alors	alors	ADV
mystérieusement	mystérieusement	ADV
;	;	PUNCTclause
puis	puis	CCONJ
leurs	leur	DET
âmes	âme	NOUN
,	,	PUNCTclause
agissant	agir	VERB
à l'envi	à l'envi	ADV
les	le	DET
unes	un	PRON
sur	sur	ADP
les	le	DET
autres	autre	ADJ
,	,	PUNCTclause
se	se	PRON
communiquèrent	communiquer	VERB
ainsi	ainsi	ADV
leurs	leur	DET
sentiments	sentiment	NOUN
et	et	CCONJ
se	se	PRON
confondirent	confondre	VERB
dans	dans	ADP
une	un	DET
commisération	commisération	NOUN
religieuse	religieux	ADJ
,	,	PUNCTclause
il	il	PRON
semblait	sembler	VERB
que	que	SCONJ
leur	leur	DET
pensée	pensée	NOUN
eût	avoir	AUX
évoqué	évoquer	VERB
le	le	DET
martyr	martyr	NOUN
dont	dont	PRON
les	le	DET
restes	reste	NOUN
avaient	avoir	AUX
été	être	AUX
dévorés	dévorer	VERB
par	par	ADP
de	de	ADP
la	le	DET
chaux	chaux	NOUN
vive	vif	ADJ
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
son	son	DET
ombre	ombre	NOUN
fût	être	AUX
devant	devant	ADP
eux	eux	PRON
dans	dans	ADP
toute	toute	DET
sa	son	DET
royale	royal	ADJ
majesté	majesté	NOUN
.	.	PUNCTsent
Ils	ils	PRON
célébraient	célébrer	VERB
un	un	DET
obit	obit	NOUN
sans	sans	ADP
le	le	DET
corps	corps	NOUN
du	du	ADP_DET
défunt	défunt	NOUN
.	.	PUNCTsent
Sous	sous	ADP
ces	ce	DET
tuiles	tuile	NOUN
et	et	CCONJ
ces	ce	DET
lattes	latte	NOUN
disjointes	disjoint	ADJ
,	,	PUNCTclause
quatre	quatre	NUM
chrétiens	chrétien	NOUN
allaient	aller	VERB
intercéder	intercéder	VERB
auprès de	auprès de	ADP
Dieu	Dieu	PROPN
pour	pour	ADP
un	un	DET
Roi	roi	NOUN
