# columns = TERM LEMMA POS PROB
# identifier = balzac1844FC47
# creator = Balzac, Honoré de
# created = 1844
# modified = 1846
# title = Un homme d’affaires. Études de mœurs. Scènes de la vie parisienne

↵↵	↵↵	PUNCTstruct
Cérizet	Cérizet	PROPN
en	en	ADP
prenant	prendre	VERB
un	un	DET
petit	petit	ADJ
ton	ton	NOUN
péremptoire	péremptoire	ADJ
,	,	PUNCTclause
nous	nous	PRON
serons	être	AUX
payés	payer	VERB
intégralement	intégralement	ADV
,	,	PUNCTclause
et	et	CCONJ
de	de	ADP
une	un	DET
façon	façon	NOUN
qui	qui	PRON
pourra	pouvoir	VERB
vous	vous	PRON
contrarier	contrarier	VERB
.	.	PUNCTsent
Aussi	aussi	ADV
venais	venir	VERB
je	je	PRON
amicalement	amicalement	ADV
à	à	ADP
vous	vous	PRON
,	,	PUNCTclause
comme	comme	SCONJ
cela	cela	PRON
se	se	PRON
doit	devoir	VERB
entre	entre	ADP
gens	gens	NOUN
bien	bien	ADV
élevés	élevé	ADJ
…	…	PUNCTsent
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
vous	vous	PRON
l'	le:PRON	PRON
entendez	entendre	VERB
ainsi	ainsi	ADV
?…	?…	PUNCTsent
»	»	PUNCTclause
reprit	reprendre	VERB
Maxime	Maxime	PROPN
,	,	PUNCTclause
que	que	SCONJ
cette	ce	DET
dernière	dernier	ADJ
prétention	prétention	NOUN
du	du	ADP_DET
Cérizet	Cérizet	PROPN
mit	mettre	VERB
en	en	ADP
colère	colère	NOUN
.	.	PUNCTsent
Dans	dans	ADP
cette	ce	DET
insolence	insolence	NOUN
,	,	PUNCTclause
il y a	il y a	VERB
de	de	ADP
l'	le	DET
esprit	esprit	NOUN
à	à	ADP
la	le	DET
Talleyrand	Talleyrand	PROPN
,	,	PUNCTclause
si	si	SCONJ
vous	vous	PRON
avez	avoir	VERB
bien	bien	ADV
saisi	saisir	VERB
le	le	DET
contraste	contraste	NOUN
des	un	ADP_DET
deux	deux	NUM
costumes	costume	NOUN
et	et	CCONJ
des	un	DET
deux	deux	NUM
hommes	homme	NOUN
.	.	PUNCTsent
Maxime	Maxime	PROPN
fronça	froncer	VERB
les	le	DET
sourcils	sourcil	NOUN
et	et	CCONJ
arrêta	arrêter	VERB
son	son	DET
regard	regard	NOUN
sur	sur	ADP
le	le	DET
Cérizet	Cérizet	PROPN
,	,	PUNCTclause
qui	qui	PRON
non-seulement	non-seulement	ADV
soutint	soutenir	VERB
ce	ce	DET
jet	jet	NOUN
de	de	ADP
rage	rage	NOUN
froide	froid	ADJ
,	,	PUNCTclause
mais	mais	CCONJ
encore	encore	ADV
qui	qui	PRON
y	y	PRON
répondit	répondre	VERB
par	par	ADP
cette	ce	DET
malice	malice	NOUN
glaciale	glacial	ADJ
que	que	SCONJ
distillent	distiller	VERB
les	le	DET
yeux	œil	NOUN
fixes	fixe	ADJ
de	de	ADP
une	un	DET
chatte	chat	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
«	«	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
monsieur	monsieur	NOUN
,	,	PUNCTclause
sortez	sortir	VERB
…	…	PUNCTsent
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
adieu	adieu	NOUN
,	,	PUNCTclause
monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
.	.	PUNCTsent
avant	avant	ADP
six	six	NUM
mois	mois	NOUN
nous	nous	PRON
serons	être	AUX
quittes	quitter	VERB
.	.	PUNCTsent
—	—	PUNCTclause
Si	si	SCONJ
vous	vous	PRON
pouvez	pouvoir	VERB
me	me	PRON
voler	voler	VERB
le	le	DET
montant	montant	NOUN
de	de	ADP
votre	votre	DET
créance	créance	NOUN
,	,	PUNCTclause
qui	qui	PRON
,	,	PUNCTclause
je	je	PRON
le	le:PRON	PRON
reconnais	reconnaître	VERB
,	,	PUNCTclause
est	être	AUX
légitime	légitime	ADJ
,	,	PUNCTclause
je	je	PRON
serai	être	AUX
votre	votre	DET
obligé	obligé	ADJ
,	,	PUNCTclause
monsieur	monsieur	NOUN
,	,	PUNCTclause
répondit	répondre	VERB
Maxime	Maxime	PROPN
,	,	PUNCTclause
vous	vous	PRON
me	me	PRON
aurez	avoir	AUX
appris	apprendre	VERB
quelque	quelque	ADV
précaution	précaution	NOUN
nouvelle	nouveau	ADJ
à	à	ADP
prendre	prendre	VERB
…	…	PUNCTsent
Bien	bien	ADV
votre	votre	DET
serviteur	serviteur	NOUN
…	…	PUNCTsent
—	—	PUNCTclause
Monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
,	,	PUNCTclause
dit	dire	VERB
Cérizet	Cérizet	PROPN
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
moi	moi	PRON
qui	qui	PRON
suis	être	AUX
les vôtres	les vôtres	PRON
.	.	PUNCTsent
»	»	PUNCTclause
Ce	ce	PRON
fut	être	AUX
net	net	ADV
,	,	PUNCTclause
plein	plein	ADJ
de	de	ADP
force	force	NOUN
et	et	CCONJ
de	de	ADP
sécurité	sécurité	NOUN
de	de	ADP
part	part	NOUN
et	et	CCONJ
d'autre	d'autre	DET
.	.	PUNCTsent
Deux	Deux	NUM
tigres	tigre	NOUN
,	,	PUNCTclause
qui	qui	PRON
se	se	PRON
consultent	consulter	VERB
avant de	avant de	ADP
se	se	PRON
battre	battre	VERB
devant	devant	ADP
une	un	DET
proie	proie	NOUN
,	,	PUNCTclause
ne	ne	ADV
seraient	être	AUX
pas	pas	ADV
plus	plus	ADV
beaux	beau	ADJ
,	,	PUNCTclause
ni	ni	CCONJ
plus	plus	ADV
rusés	rusé	ADJ
,	,	PUNCTclause
que	que	SCONJ
le	le	DET
furent	être	AUX
alors	alors	ADV
ces	ce	DET
deux	deux	NUM
natures	nature	NOUN
aussi	aussi	ADV
rouées	roué	ADJ
l'une	l'une	PRON
que	que	PRON
l'autre	l'autre	PRON
,	,	PUNCTclause
l'une	l'une	PRON
dans	dans	ADP
son	son	DET
impertinente	impertinent	ADJ
élégance	élégance	NOUN
,	,	PUNCTclause
l'autre	l'autre	PRON
sous	sous	ADP
son	son	DET
harnais	harnais	NOUN
de	de	ADP
fange	fange	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
Pour	pour	ADP
qui	qui	PRON
pariez	parer	VERB
vous	vous	PRON
?…	?…	PUNCTsent
dit	dire	VERB
Desroches	Desroches	PROPN
qui	qui	PRON
regarda	regarder	VERB
son	son	DET
auditoire	auditoire	NOUN
surpris	surprendre	VERB
de	de	ADP
être	être	AUX
si	si	ADV
profondément	profondément	ADV
intéressé	intéresser	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
En	en	PRON
voilà	voilà	ADP
une	un	DET
de	de	ADP
histoire	histoire	NOUN
!…	!…	PUNCTsent
dit	dire	VERB
Malaga	Malaga	PROPN
.	.	PUNCTsent
ho	ho	INTJ
!	!	PUNCTsent
je	je	PRON
vous	vous	PRON
en	en	PRON
prie	prier	VERB
,	,	PUNCTclause
allez	aller	VERB
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
ça	ça	PRON
me	me	PRON
prend	prendre	VERB
au	au	ADP_DET
cœur	cœur	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Entre	entre	ADP
deux	deux	NUM
chiens	chien	NOUN
de	de	ADP
cette	ce	DET
force	force	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
doit	devoir	VERB
se	se	PRON
passer	passer	VERB
rien	rien	PRON
de	de	ADP
vulgaire	vulgaire	ADJ
,	,	PUNCTclause
dit	dire	VERB
la	le	DET
Palférine	Palférine	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Bah	bah	INTJ
!	!	PUNCTsent
je	je	PRON
parie	parier	VERB
le	le	DET
mémoire	mémoire	NOUN
de	de	ADP
mon	mon	DET
menuisier	menuisier	NOUN
qui	qui	PRON
me	me	PRON
scie	scier	VERB
,	,	PUNCTclause
que	que	SCONJ
le	le	DET
petit	petit	ADJ
crapaud	crapaud	NOUN
a	avoir	AUX
enfoncé	enfoncer	VERB
Maxime	Maxime	PROPN
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
Malaga	Malaga	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
parie	parier	VERB
pour	pour	ADP
Maxime	Maxime	PROPN
,	,	PUNCTclause
dit	dire	VERB
Cardot	Cardot	PROPN
,	,	PUNCTclause
on	on	PRON
ne	ne	ADV
l'	le:PRON	PRON
a	avoir	AUX
jamais	jamais	ADV
pris	prendre	VERB
sans	sans	ADP
vert	vert	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Desroches	Desroches	PROPN
fit	faire	VERB
une	un	DET
pause	pause	NOUN
en	en	ADP
avalant	avaler	VERB
un	un	DET
petit	petit	ADJ
verre	verre	NOUN
que	que	PRON
lui	lui	PRON
présenta	présenter	VERB
la	le	DET
Lorette	Lorette	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Le	le:PRON	PRON
cabinet	cabinet	NOUN
de	de	ADP
lecture	lecture	NOUN
de	de	ADP
mademoiselle	mademoiselle	NOUN
Chocardelle	Chocardelle	PROPN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
était	être	AUX
situé	situer	VERB
rue	rue	NOUN
Coquenard	Coquenard	PROPN
,	,	PUNCTclause
à	à	ADP
deux	deux	NUM
pas	pas	NOUN
de	de	ADP
la	le	DET
rue	rue	NOUN
Pigale	Pigale	PROPN
,	,	PUNCTclause
où	où	PRON
demeurait	demeurer	VERB
Maxime	Maxime	PROPN
.	.	PUNCTsent
Ladite	ledit	ADJ
demoiselle	demoiselle	NOUN
Chocardelle	Chocardelle	PROPN
occupait	occuper	VERB
un	un	DET
petit	petit	ADJ
appartement	appartement	NOUN
donnant	donner	VERB
sur	sur	ADP
un	un	DET
jardin	jardin	NOUN
,	,	PUNCTclause
et	et	CCONJ
séparé	séparer	VERB
de	de	ADP
sa	son	DET
boutique	boutique	NOUN
par	par	ADP
une	un	DET
grande	grand	ADJ
pièce	pièce	NOUN
obscure	obscur	ADJ
où	où	PRON
se	se	PRON
trouvaient	trouver	VERB
les	le	DET
livres	livre	NOUN
.	.	PUNCTsent
Antonia	Antonia	PROPN
faisait	faire	VERB
tenir	tenir	VERB
le	le	DET
cabinet	cabinet	NOUN
par	par	ADP
sa	son	DET
tante	tante	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Elle	elle	PRON
avait	avoir	AUX
déjà	déjà	ADV
sa	son	DET
tante	tante	NOUN
?…	?…	PUNCTsent
se	se	PRON
écria	écrier	VERB
Malaga	Malaga	PROPN
.	.	PUNCTsent
Diable	diable	NOUN
!	!	PUNCTsent
Maxime	Maxime	PROPN
faisait	faire	VERB
bien	bien	ADV
les	le	DET
choses	chose	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ce	ce	DET
était	être	AUX
,	,	PUNCTclause
hélas	hélas	INTJ
!	!	PUNCTsent
sa	son	DET
vraie	vrai	ADJ
tante	tante	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
nommée	nommer	VERB
…	…	PUNCTsent
attendez	attendre	VERB
!…	!…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ida	Ida	PROPN
Bonamy	Bonamy	PROPN
…	…	PUNCTsent
dit	dire	VERB
Bixiou	Bixiou	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Donc	donc	ADV
,	,	PUNCTclause
Antonia	Antonia	PROPN
,	,	PUNCTclause
débarrassée	débarrasser	VERB
de	de	ADP
beaucoup de	beaucoup de	DET
soins	soin	NOUN
par	par	ADP
cette	ce	DET
tante	tante	NOUN
,	,	PUNCTclause
se	se	PRON
levait	lever	VERB
tard	tard	ADV
,	,	PUNCTclause
se	se	PRON
couchait	coucher	VERB
tard	tard	ADV
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
paraissait	paraître	VERB
à	à	ADP
son	son	DET
comptoir	comptoir	NOUN
que	que	PRON
de	de	ADP
deux	deux	NUM
à	à	ADP
quatre	quatre	NUM
heures	heure	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
Dès	dès	ADP
les	le	DET
premiers	premier	ADJ
jours	jour	NOUN
,	,	PUNCTclause
sa	son	DET
présence	présence	NOUN
avait	avoir	AUX
suffi	suffire	VERB
pour	pour	ADP
achalander	achalander	VERB
son	son	DET
salon	salon	NOUN
de	de	ADP
lecture	lecture	NOUN
;	;	PUNCTclause
il	il	PRON
y	y	PRON
vint	venir	VERB
plusieurs	plusieurs	DET
vieillards	vieillard	NOUN
du	du	ADP_DET
quartier	quartier	NOUN
,	,	PUNCTclause
entre	entre	ADP
autres	autre	PRON
un	un	DET
ancien	ancien	ADJ
carrossier	carrossier	NOUN
,	,	PUNCTclause
nommé	nommer	VERB
Croizeau	Croizeau	PROPN
.	.	PUNCTsent
Après	après	ADP
avoir	avoir	AUX
vu	voir	VERB
ce	ce	DET
miracle	miracle	NOUN
de	de	ADP
beauté	beauté	NOUN
féminine	féminin	ADJ
à travers	à travers	ADP
les	le	DET
vitres	vitre	NOUN
,	,	PUNCTclause
l'	le	DET
ancien	ancien	ADJ
carrossier	carrossier	NOUN
se	se	PRON
ingéra	ingérer	VERB
de	de	ADP
lire	lire	VERB
les	le	DET
journaux	journal	NOUN
tous	tout	ADJ
les	le	DET
jours	jour	NOUN
dans	dans	ADP
ce	ce	DET
salon	salon	NOUN
,	,	PUNCTclause
et	et	CCONJ
fut	être	AUX
imité	imiter	VERB
par	par	ADP
un	un	DET
ancien	ancien	ADJ
directeur	directeur	NOUN
des	un	ADP_DET
douanes	douane	NOUN
,	,	PUNCTclause
nommé	nommer	VERB
Denisart	Denisart	PROPN
,	,	PUNCTclause
homme	homme	NOUN
décoré	décorer	VERB
,	,	PUNCTclause
dans	dans	ADP
qui	qui	PRON
le	le:PRON	PRON
Croizeau	Croizeau	PROPN
voulut	vouloir	VERB
voir	voir	VERB
un	un	DET
rival	rival	NOUN
et	et	CCONJ
à	à	ADP
qui	qui	PRON
plus tard	plus tard	ADV
il	il	PRON
dit	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
Môsieur	Môsieur	PROPN
,	,	PUNCTclause
vous	vous	PRON
me	me	PRON
avez	avoir	AUX
donné	donner	VERB
bien	bien	ADV
de	de	ADP
la	le	DET
tablature	tablature	NOUN
!	!	PUNCTsent
Ce	ce	DET
mot	mot	NOUN
doit	devoir	VERB
vous	vous	PRON
faire	faire	VERB
entrevoir	entrevoir	VERB
le	le	DET
personnage	personnage	NOUN
.	.	PUNCTsent
Ce	ce	PRON
sieur	sieur	NOUN
Croizeau	Croizeau	PROPN
se	se	PRON
trouve	trouver	VERB
appartenir	appartenir	VERB
à	à	ADP
ce	ce	DET
genre	genre	NOUN
de	de	ADP
petits	petit	ADJ
vieillards	vieillard	NOUN
que	que	PRON
,	,	PUNCTclause
depuis	depuis	ADP
Henri	Henri	PROPN
Monnier	Monnier	PROPN
,	,	PUNCTclause
on	on	PRON
devrait	devoir	VERB
appeler	appeler	VERB
l'	le	DET
Espèce-Coquerel	Espèce-Coquerel	PROPN
,	,	PUNCTclause
tant	tant	ADV
il	il	PRON
en	en	PRON
a	avoir	AUX
bien	bien	ADV
rendu	rendre	VERB
la	le	DET
petite	petit	ADJ
voix	voix	NOUN
,	,	PUNCTclause
les	le	DET
petites	petit	ADJ
manières	manière	NOUN
,	,	PUNCTclause
la	le	DET
petite	petit	ADJ
queue	queue	NOUN
,	,	PUNCTclause
le	le	DET
petit	petit	ADJ
œil	œil	NOUN
de	de	ADP
poudre	poudre	NOUN
,	,	PUNCTclause
la	le	DET
petite	petit	ADJ
démarche	démarche	NOUN
,	,	PUNCTclause
les	le	DET
petits	petit	ADJ
airs	air	NOUN
de	de	ADP
tête	tête	NOUN
,	,	PUNCTclause
le	le	DET
petit	petit	ADJ
ton	ton	NOUN
sec	sec	ADJ
dans	dans	ADP
son	son	DET
rôle	rôle	NOUN
de	de	ADP
Coquerel	Coquerel	PROPN
de	de	ADP
la	le	DET
Famille	Famille	PROPN
improvisée	improviser	VERB
.	.	PUNCTsent
Ce	ce	PRON
Croizeau	Croizeau	PROPN
disait	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
Voici	Voici	PROPN
,	,	PUNCTclause
belle	beau	ADJ
dame	dame	NOUN
!	!	PUNCTsent
en	en	ADP
remettant	remettre	VERB
ses	son	DET
deux	deux	NUM
sous	sou	NOUN
à	à	ADP
Antonia	Antonia	PROPN
par	par	ADP
un	un	DET
geste	geste	NOUN
prétentieux	prétentieux	ADJ
.	.	PUNCTsent
Madame	madame	NOUN
Ida	Ida	PROPN
Bonamy	Bonamy	PROPN
,	,	PUNCTclause
tante	tante	NOUN
de	de	ADP
mademoiselle	mademoiselle	NOUN
Chocardelle	Chocardelle	PROPN
,	,	PUNCTclause
sut	savoir	VERB
bientôt	bientôt	ADV
par	par	ADP
la	le	DET
cuisinière	cuisinier	NOUN
que	que	SCONJ
l'	le	DET
ancien	ancien	ADJ
carrossier	carrossier	NOUN
,	,	PUNCTclause
homme	homme	NOUN
de	de	ADP
une	un	DET
ladrerie	ladrerie	NOUN
excessive	excessif	ADJ
,	,	PUNCTclause
était	être	AUX
taxé	taxer	VERB
à	à	ADP
quarante	quarante	NUM
mille	mille	NUM
francs	franc	NOUN
de	de	ADP
rentes	rente	NOUN
dans	dans	ADP
le	le	DET
quartier	quartier	NOUN
où	où	PRON
il	il	PRON
demeurait	demeurer	VERB
,	,	PUNCTclause
rue	rue	NOUN
de	de	ADP
Buffault	Buffault	PROPN
.	.	PUNCTsent
Huit	Huit	NUM
jours	jour	NOUN
après	après	ADP
l'	le	DET
installation	installation	NOUN
de	de	ADP
la	le	DET
belle	beau	ADJ
loueuse	loueur	NOUN
de	de	ADP
romans	roman	NOUN
,	,	PUNCTclause
il	il	PRON
accoucha	accoucher	VERB
de	de	ADP
ce	ce	DET
calembour	calembour	NOUN
galant	galant	ADJ
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Vous	vous	PRON
me	me	PRON
prêtez	prêter	VERB
des	un	DET
livres	livre	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
je	je	PRON
vous	vous	PRON
rendrais	rendre	VERB
bien	bien	ADV
des	un	ADP_DET
francs	franc	NOUN
…	…	PUNCTsent
»	»	PUNCTclause
Quelques	quelque	DET
jours	jour	NOUN
plus tard	plus tard	ADV
,	,	PUNCTclause
il	il	PRON
prit	prendre	VERB
un	un	DET
petit	petit	ADJ
air	air	NOUN
entendu	entendre	VERB
pour	pour	ADP
dire	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Je	je	PRON
sais	savoir	VERB
que	que	SCONJ
vous	vous	PRON
êtes	être	AUX
occupée	occuper	VERB
,	,	PUNCTclause
mais	mais	CCONJ
mon	mon	DET
jour	jour	NOUN
viendra	venir	VERB
:	:	PUNCTclause
je	je	PRON
suis	être	AUX
veuf	veuf	NOUN
.	.	PUNCTsent
»	»	PUNCTclause
Croizeau	Croizeau	PROPN
se	se	PRON
montrait	montrer	VERB
toujours	toujours	ADV
avec	avec	ADP
de	de	DET
beau	beau	ADJ
linge	linge	NOUN
,	,	PUNCTclause
avec	avec	ADP
un	un	DET
habit	habit	NOUN
bleu-barbeau	bleu-barbeau	ADJ
,	,	PUNCTclause
gilet	gilet	NOUN
de	de	ADP
pou-de-soie	pou-de-soie	NOUN
,	,	PUNCTclause
pantalon	pantalon	NOUN
noir	noir	ADJ
,	,	PUNCTclause
souliers	soulier	NOUN
à	à	ADP
double	double	NOUN
semelle	semelle	NOUN
,	,	PUNCTclause
noués	nouer	VERB
avec	avec	ADP
des	un	DET
rubans	ruban	NOUN
de	de	ADP
soie	soie	NOUN
noire	noir	ADJ
et	et	CCONJ
craquant	craquer	VERB
comme	comme	ADP
ceux	ceux	PRON
de	de	ADP
un	un	DET
abbé	abbé	NOUN
.	.	PUNCTsent
Il	il	PRON
tenait	tenir	VERB
toujours	toujours	ADV
à	à	ADP
la	le	DET
main	main	NOUN
son	son	DET
chapeau	chapeau	NOUN
de	de	ADP
soie	soie	NOUN
de	de	ADP
quatorze	quatorze	NUM
francs	franc	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
«	«	PUNCTclause
Je	je	PRON
suis	être	AUX
vieux	vieux	ADJ
et	et	CCONJ
sans	sans	ADP
enfants	enfant	NOUN
,	,	PUNCTclause
disait	dire	VERB
il	il	PRON
à	à	ADP
la	le	DET
jeune	jeune	ADJ
personne	personne	NOUN
quelques	quelque	DET
jours	jour	NOUN
après	après	ADP
la	le	DET
visite	visite	NOUN
de	de	ADP
Cérizet	Cérizet	PROPN
chez	chez	ADP
Maxime	Maxime	PROPN
.	.	PUNCTsent
je	je	PRON
ai	avoir	AUX
mes	mon	DET
collatéraux	collatéral	ADJ
en	en	ADP
horreur	horreur	NOUN
.	.	PUNCTsent
ce	ce	PRON
est	être	AUX
tous	tout	ADJ
paysans	paysan	NOUN
faits	faire	VERB
pour	pour	ADP
labourer	labourer	VERB
la	le	DET
terre	terre	NOUN
!	!	PUNCTsent
Figurez	figurer	VERB
vous	vous	PRON
que	que	PRON
je	je	PRON
suis	être	AUX
venu	venir	VERB
de	de	ADP
mon	mon	DET
village	village	NOUN
avec	avec	ADP
six	six	NUM
francs	franc	NOUN
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
je	je	PRON
ai	avoir	AUX
fait	faire	VERB
ma	mon	DET
fortune	fortune	NOUN
ici	ici	ADV
.	.	PUNCTsent
Je	je	PRON
ne	ne	ADV
suis	être	AUX
pas	pas	ADV
fier	fier	ADJ
…	…	PUNCTsent
Une	un	DET
jolie	joli	ADJ
femme	femme	NOUN
est	être	AUX
mon	mon	DET
égale	égal	ADJ
.	.	PUNCTsent
Ne	ne	ADV
vaut	valoir	VERB
il	il	PRON
pas	pas	ADV
mieux	mieux	ADV
être	être	AUX
madame	madame	NOUN
Croizeau	Croizeau	PROPN
pendant	pendant	ADP
quelque	quelque	DET
temps	temps	NOUN
que	que	PRON
la	le	DET
servante	servant	NOUN
de	de	ADP
un	un	DET
comte	comte	NOUN
pendant	pendant	ADP
un	un	DET
an	an	NOUN
…	…	PUNCTsent
Vous	vous	PRON
serez	être	AUX
quittée	quitter	VERB
,	,	PUNCTclause
un	un	DET
jour	jour	NOUN
ou	ou	CCONJ
l'autre	l'autre	PRON
.	.	PUNCTsent
Et	et	CCONJ
,	,	PUNCTclause
vous	vous	PRON
penserez	penser	VERB
alors	alors	ADV
à	à	ADP
moi	moi	PRON
…	…	PUNCTsent
Votre	votre	DET
serviteur	serviteur	NOUN
,	,	PUNCTclause
belle	beau	ADJ
dame	dame	NOUN
!	!	PUNCTsent
»	»	PUNCTclause
Tout	tout	ADJ
cela	cela	PRON
mitonnait	mitonner	VERB
sourdement	sourdement	ADV
.	.	PUNCTsent
La	le	DET
plus	plus	ADV
légère	léger	ADJ
galanterie	galanterie	NOUN
se	se	PRON
disait	dire	VERB
en	en	ADP
cachette	cachette	NOUN
.	.	PUNCTsent
Personne	personne	NOUN
au	au	ADP_DET
monde	monde	NOUN
ne	ne	ADV
savait	savoir	VERB
que	que	SCONJ
ce	ce	DET
petit	petit	ADJ
vieillard	vieillard	NOUN
propret	propret	ADJ
aimait	aimer	VERB
Antonia	Antonia	PROPN
,	,	PUNCTclause
car	car	CCONJ
la	le	DET
prudente	prudent	ADJ
contenance	contenance	NOUN
de	de	ADP
cet	ce	DET
amoureux	amoureux	NOUN
au	au	ADP_DET
salon	salon	NOUN
de	de	ADP
lecture	lecture	NOUN
ne	ne	ADV
aurait	avoir	AUX
rien	rien	PRON
appris	apprendre	VERB
à	à	ADP
un	un	DET
rival	rival	NOUN
.	.	PUNCTsent
Croizeau	Croizeau	PROPN
se	se	PRON
défia	défier	VERB
pendant	pendant	ADP
deux	deux	NUM
mois	mois	NOUN
du	du	ADP_DET
directeur	directeur	NOUN
des	un	ADP_DET
douanes	douane	NOUN
en	en	ADP
retraite	retrait	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
,	,	PUNCTclause
vers	vers	ADP
le	le	DET
milieu	milieu	NOUN
du	du	ADP_DET
troisième	troisième	ADJ
mois	mois	NOUN
,	,	PUNCTclause
il	il	PRON
eut	avoir	VERB
lieu	lieu	NOUN
de	de	ADP
reconnaître	reconnaître	VERB
combien	combien	ADV
ses	son	DET
soupçons	soupçon	NOUN
étaient	être	AUX
mal	mal	ADV
fondés	fondé	ADJ
.	.	PUNCTsent
Croizeau	Croizeau	PROPN
se	se	PRON
ingénia	ingénier	VERB
de	de	ADP
côtoyer	côtoyer	VERB
Denisart	Denisart	PROPN
en	en	ADP
se	se	PRON
en	en	ADP
allant	aller	VERB
de	de	ADP
conserve	conserver	VERB
avec	avec	ADP
lui	lui	PRON
,	,	PUNCTclause
puis	puis	CCONJ
,	,	PUNCTclause
en	en	ADP
prenant	prendre	VERB
sa	son	DET
bisque	bisque	NOUN
,	,	PUNCTclause
il	il	PRON
lui	lui	PRON
dit	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Il	il	PRON
fait	faire	VERB
beau	beau	ADJ
,	,	PUNCTclause
môsieur	môsieur	NOUN
?…	?…	PUNCTsent
»	»	PUNCTclause
À	à	ADP
quoi	quoi	PRON
l'	le	DET
ancien	ancien	ADJ
fonctionnaire	fonctionnaire	NOUN
répondit	répondre	VERB
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Le	le	DET
temps	temps	NOUN
de	de	ADP
Austerlitz	Austerlitz	PROPN
,	,	PUNCTclause
monsieur	monsieur	NOUN
:	:	PUNCTclause
je	je	PRON
y	y	PRON
fus	être	VERB
…	…	PUNCTsent
je	je	PRON
y	y	PRON
fus	être	VERB
même	même	ADV
blessé	blesser	VERB
,	,	PUNCTclause
ma	mon	DET
croix	croix	NOUN
me	me	PRON
vient	venir	VERB
de	de	ADP
ma	mon	DET
conduite	conduite	NOUN
dans	dans	ADP
cette	ce	DET
belle	beau	ADJ
journée	journée	NOUN
…	…	PUNCTsent
»	»	PUNCTclause
Et	et	CCONJ
,	,	PUNCTclause
de	de	ADP
fil	fil	NOUN
en	en	ADP
aiguille	aiguille	NOUN
,	,	PUNCTclause
de	de	ADP
roue	roue	NOUN
en	en	ADP
bataille	bataille	NOUN
,	,	PUNCTclause
de	de	ADP
femme	femme	NOUN
en	en	ADP
carrosse	carrosse	NOUN
,	,	PUNCTclause
une	un	DET
liaison	liaison	NOUN
se	se	PRON
fit	faire	VERB
entre	entre	ADP
ces	ce	DET
deux	deux	NUM
débris	débris	NOUN
de	de	ADP
l'	le	DET
Empire	empire	NOUN
.	.	PUNCTsent
Le	le	DET
petit	petit	ADJ
Croizeau	Croizeau	PROPN
tenait	tenir	VERB
à	à	ADP
l'	le	DET
Empire	empire	NOUN
par	par	ADP
ses	son	DET
liaisons	liaison	NOUN
avec	avec	ADP
les	le	DET
sœurs	sœur	NOUN
de	de	ADP
Napoléon	Napoléon	PROPN
