# columns = TERM LEMMA POS
# identifier = balzac1839FC24
# creator = Balzac, Honoré de
# created = 1839
# modified = 1844
# title = Pierre Grassou. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
sur	sur	ADP
ce	ce	DET
phénomène	phénomène	NOUN
.	.	PUNCTsent
Il	il	PRON
crut	croire	VERB
avoir	avoir	AUX
mal	mal	ADV
vu	voir	VERB
.	.	PUNCTsent
Le	le	DET
peintre	peintre	NOUN
rentra	rentrer	VERB
dans	dans	ADP
son	son	DET
atelier	atelier	NOUN
y	y	PRON
faire	faire	VERB
de	de	DET
nouvelles	nouvelle	NOUN
vieilles	vieux	ADJ
toiles	toile	NOUN
.	.	PUNCTsent
Après	après	ADP
sept	sept	NUM
ans	an	NOUN
de	de	ADP
travaux	travail	NOUN
continus	continu	ADJ
,	,	PUNCTclause
Fougères	Fougères	PROPN
parvint	parvenir	VERB
à	à	ADP
composer	composer	VERB
,	,	PUNCTclause
à	à	ADP
exécuter	exécuter	VERB
des	un	DET
tableaux	tableau	NOUN
passables	passable	ADJ
.	.	PUNCTsent
Il	il	PRON
faisait	faire	VERB
aussi	aussi	ADV
bien	bien	ADV
que	que	SCONJ
tous	tout	ADJ
les	le	DET
artistes	artiste	NOUN
du	du	ADP_DET
second	second	ADJ
ordre	ordre	NOUN
,	,	PUNCTclause
Élias	Élias	PROPN
achetait	acheter	VERB
,	,	PUNCTclause
vendait	vendre	VERB
tous	tout	ADJ
les	le	DET
tableaux	tableau	NOUN
du	du	ADP_DET
pauvre	pauvre	NOUN
Breton	Breton	PROPN
qui	qui	PRON
gagnait	gagner	VERB
péniblement	péniblement	ADV
une	un	DET
centaine	centaine	NOUN
de	de	ADP
louis	louis	NOUN
par	par	ADP
an	an	NOUN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
dépensait	dépenser	VERB
pas	pas	ADV
plus	plus	ADV
de	de	ADP
douze	douze	NUM
cents	cents	NUM
francs	franc	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
À	à	ADP
l'	le	DET
Exposition	exposition	NOUN
de	de	ADP
1829	1829	NUM
,	,	PUNCTclause
Léon	Léon	PROPN
de	de	ADP
Lora	Lora	PROPN
,	,	PUNCTclause
Schinner	Schinner	PROPN
et	et	CCONJ
Bridau	Bridau	PROPN
,	,	PUNCTclause
qui	qui	PRON
tous	tous	PRON
trois	trois	NUM
occupaient	occuper	VERB
une	un	DET
grande	grand	ADJ
place	place	NOUN
et	et	CCONJ
se	se	PRON
trouvaient	trouver	VERB
à	à	ADP
la	le	DET
tête	tête	NOUN
du	du	ADP_DET
mouvement	mouvement	NOUN
dans	dans	ADP
les	le	DET
Arts	Arts	PROPN
,	,	PUNCTclause
furent	être	AUX
pris	prendre	VERB
de	de	ADP
pitié	pitié	NOUN
pour	pour	ADP
la	le	DET
persistance	persistance	NOUN
,	,	PUNCTclause
pour	pour	ADP
la	le	DET
pauvreté	pauvreté	NOUN
de	de	ADP
leur	leur	DET
vieux	vieux	ADJ
camarade	camarade	NOUN
;	;	PUNCTclause
et	et	CCONJ
ils	ils	PRON
firent	faire	VERB
admettre	admettre	VERB
à	à	ADP
l'	le	DET
Exposition	exposition	NOUN
,	,	PUNCTclause
dans	dans	ADP
le	le	DET
grand	grand	ADJ
Salon	Salon	PROPN
,	,	PUNCTclause
un	un	DET
tableau	tableau	NOUN
de	de	ADP
Fougères	Fougères	PROPN
.	.	PUNCTsent
Ce	ce	DET
tableau	tableau	NOUN
,	,	PUNCTclause
puissant	puissant	ADJ
de	de	ADP
intérêt	intérêt	NOUN
,	,	PUNCTclause
qui	qui	PRON
tenait	tenir	VERB
de	de	ADP
Vigneron	Vigneron	PROPN
pour	pour	ADP
le	le	DET
sentiment	sentiment	NOUN
et	et	CCONJ
du	du	ADP_DET
premier	premier	ADJ
faire	faire	AUX
de	de	ADP
Dubufe	Dubufe	PROPN
pour	pour	ADP
l'	le	DET
exécution	exécution	NOUN
,	,	PUNCTclause
représentait	représenter	VERB
un	un	DET
jeune	jeune	ADJ
homme	homme	NOUN
à	à	ADP
qui	qui	PRON
,	,	PUNCTclause
dans	dans	ADP
l'	le	DET
intérieur	intérieur	NOUN
de	de	ADP
une	un	DET
prison	prison	NOUN
,	,	PUNCTclause
l'on	on	PRON
rasait	raser	VERB
les	le	DET
cheveux	cheveu	NOUN
à	à	ADP
la	le	DET
nuque	nuque	NOUN
.	.	PUNCTsent
de	de	ADP
un	un	DET
côté	côté	NOUN
un	un	DET
prêtre	prêtre	NOUN
,	,	PUNCTclause
de	de	ADP
l'autre	l'autre	PRON
une	un	DET
vieille	vieux	ADJ
et	et	CCONJ
une	un	DET
jeune	jeune	ADJ
femme	femme	NOUN
en	en	ADP
pleurs	pleur	NOUN
.	.	PUNCTsent
Un	un	DET
greffier	greffier	NOUN
lisait	lire	VERB
un	un	DET
papier	papier	NOUN
timbré	timbrer	VERB
.	.	PUNCTsent
Sur	sur	ADP
une	un	DET
méchante	méchant	ADJ
table	table	NOUN
se	se	PRON
voyait	voir	VERB
un	un	DET
repas	repas	NOUN
auquel	auquel	ADP_PRON
personne	personne:PRON	PRON
ne	ne	ADV
avait	avoir	AUX
touché	toucher	VERB
.	.	PUNCTsent
Le	le	DET
jour	jour	NOUN
venait	venir	VERB
à travers	à travers	ADP
les	le	DET
barreaux	barreau	NOUN
de	de	ADP
une	un	DET
fenêtre	fenêtre	NOUN
élevée	élevé	ADJ
.	.	PUNCTsent
il y a	il y a	VERB
de	de	ADP
quoi	quoi	PRON
faire	faire	VERB
frémir	frémir	VERB
les	le	DET
bourgeois	bourgeois	NOUN
,	,	PUNCTclause
et	et	CCONJ
les	le	DET
bourgeois	bourgeois	NOUN
frémissaient	frémir	VERB
.	.	PUNCTsent
Fougères	fougère	NOUN
se	se	PRON
était	être	AUX
inspiré	inspirer	VERB
tout	tout	DET
bonnement	bonnement	ADV
du	du	ADP_DET
chef-d'œuvre	chef-d'œuvre	NOUN
de	de	ADP
Gérard	Gérard	PROPN
Dow	Dow	PROPN
:	:	PUNCTclause
il	il	PRON
avait	avoir	AUX
retourné	retourner	VERB
le	le	DET
groupe	groupe	NOUN
de	de	ADP
la	le	DET
Femme	femme	NOUN
hydropique	hydropique	NOUN
vers	vers	ADP
la	le	DET
fenêtre	fenêtre	NOUN
,	,	PUNCTclause
au lieu de	au lieu de	ADP
le	le:PRON	PRON
présenter	présenter	VERB
de	de	ADP
face	face	NOUN
.	.	PUNCTsent
Il	il	PRON
avait	avoir	AUX
remplacé	remplacer	VERB
la	le	DET
mourante	mourant	NOUN
par	par	ADP
le	le	DET
condamné	condamné	NOUN
:	:	PUNCTclause
même	même	ADV
pâleur	pâleur	NOUN
,	,	PUNCTclause
même	même	ADV
regard	regard	NOUN
,	,	PUNCTclause
même	même	ADV
appel	appel	NOUN
à	à	ADP
Dieu	Dieu	PROPN
.	.	PUNCTsent
Au	au	ADP_DET
lieu	lieu	NOUN
du	du	ADP_DET
médecin	médecin	NOUN
flamand	flamand	ADJ
,	,	PUNCTclause
il	il	PRON
avait	avoir	AUX
peint	peindre	VERB
la	le	DET
froide	froid	ADJ
et	et	CCONJ
officielle	officiel	ADJ
figure	figurer	VERB
du	du	ADP_DET
greffier	greffier	NOUN
vêtu	vêtir	VERB
de	de	ADP
noir	noir	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
il	il	PRON
avait	avoir	AUX
ajouté	ajouter	VERB
une	un	DET
vieille	vieux	ADJ
femme	femme	NOUN
auprès de	auprès de	ADP
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
de	de	ADP
Gérard	Gérard	PROPN
Dow	Dow	PROPN
.	.	PUNCTsent
Enfin	enfin	ADV
la	le	DET
figure	figure	NOUN
cruellement	cruellement	ADV
bonasse	bonasse	ADJ
du	du	ADP_DET
bourreau	bourreau	NOUN
dominait	dominer	VERB
ce	ce	DET
groupe	groupe	NOUN
.	.	PUNCTsent
Ce	ce	DET
plagiat	plagiat	NOUN
,	,	PUNCTclause
très-habilement	très-habilement	ADV
déguisé	déguiser	VERB
,	,	PUNCTclause
ne	ne	ADV
fut	être	AUX
point	point	ADV
reconnu	reconnaître	VERB
.	.	PUNCTsent
Le	le	DET
livret	livret	NOUN
contenait	contenir	VERB
ceci	ceci	PRON
:	:	PUNCTclause
↵↵	↵↵	PUNCTstruct
510	510	NUM
.	.	PUNCTsent
Grassou	Grassou	PROPN
de	de	ADP
Fougères	Fougères	PROPN
(	(	PUNCTclause
Pierre	Pierre	PROPN
)	)	PUNCTclause
,	,	PUNCTclause
rue	rue	NOUN
de	de	ADP
Navarin	Navarin	PROPN
,	,	PUNCTclause
2	2	NUM
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
toilette	toilette	NOUN
de	de	ADP
un	un	DET
chouan	chouan	NOUN
,	,	PUNCTclause
condamné	condamner	VERB
à	à	ADP
mort	mort	NOUN
en	en	ADP
1809	1809	NUM
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Quoique	quoique	SCONJ
médiocre	médiocre	ADJ
,	,	PUNCTclause
le	le	DET
tableau	tableau	NOUN
eut	avoir	VERB
un	un	DET
prodigieux	prodigieux	ADJ
succès	succès	NOUN
,	,	PUNCTclause
car	car	CCONJ
il	il	PRON
rappelait	rappeler	VERB
l'	le	DET
affaire	affaire	NOUN
des	un	ADP_DET
chauffeurs	chauffeur	NOUN
de	de	ADP
Mortagne	Mortagne	PROPN
.	.	PUNCTsent
La	le	DET
foule	foule	NOUN
se	se	PRON
forma	former	VERB
tous	tout	ADJ
les	le	DET
jours	jour	NOUN
devant	devant	ADP
la	le	DET
toile	toile	NOUN
à	à	ADP
la	le	DET
mode	mode	NOUN
,	,	PUNCTclause
et	et	CCONJ
Charles	Charles	PROPN
X	X	PROPN
se	se	PRON
y	y	PRON
arrêta	arrêter	VERB
.	.	PUNCTsent
Madame	madame	NOUN
,	,	PUNCTclause
instruite	instruire	VERB
de	de	ADP
la	le	DET
vie	vie	NOUN
patiente	patient	ADJ
de	de	ADP
ce	ce	DET
pauvre	pauvre	NOUN
Breton	Breton	PROPN
,	,	PUNCTclause
se	se	PRON
enthousiasma	enthousiasmer	VERB
pour	pour	ADP
le	le	DET
Breton	Breton	PROPN
.	.	PUNCTsent
Le	le	DET
duc	duc	NOUN
de	de	ADP
Orléans	Orléans	PROPN
marchanda	marchander	VERB
la	le	DET
toile	toile	NOUN
.	.	PUNCTsent
Les	le	DET
ecclésiastiques	ecclésiastique	NOUN
dirent	dire	VERB
à	à	ADP
madame	madame	NOUN
la	le	DET
Dauphine	Dauphine	PROPN
que	que	PRON
le	le	DET
sujet	sujet	NOUN
était	être	AUX
plein	plein	ADJ
de	de	ADP
bonnes	bon	ADJ
pensées	pensée	NOUN
:	:	PUNCTclause
il	il	PRON
y	y	PRON
régnait	régner	VERB
en effet	en effet	ADV
un	un	DET
air	air	NOUN
religieux	religieux	ADJ
très-satisfaisant	très-satisfaisant	ADV
.	.	PUNCTsent
Monseigneur	monseigneur	NOUN
le	le	DET
Dauphin	Dauphin	PROPN
admira	admirer	VERB
la	le	DET
poussière	poussière	NOUN
des	un	ADP_DET
carreaux	carreau	NOUN
,	,	PUNCTclause
une	un	DET
grosse	gros	ADJ
lourde	lourd	ADJ
faute	faute	NOUN
,	,	PUNCTclause
car	car	CCONJ
Fougères	fougère	ADJ
avait	avoir	AUX
répandu	répandre	VERB
des	un	DET
teintes	teinte	NOUN
verdâtres	verdâtre	ADJ
qui	qui	PRON
annonçaient	annoncer	VERB
de	de	ADP
l'	le	DET
humidité	humidité	NOUN
au bas	au bas	ADV
des	un	ADP_DET
murs	mur	NOUN
.	.	PUNCTsent
Madame	madame	NOUN
acheta	acheter	VERB
le	le	DET
tableau	tableau	NOUN
mille	mille	NUM
francs	franc	NOUN
,	,	PUNCTclause
le	le	DET
Dauphin	Dauphin	PROPN
en	en	ADP
commanda	commander	VERB
un	un	DET
autre	autre	ADJ
.	.	PUNCTsent
Charles	Charles	PROPN
X	X	NUM
donna	donner	VERB
la	le	DET
croix	croix	NOUN
au	au	ADP_DET
fils	fils	NOUN
du	du	ADP_DET
paysan	paysan	NOUN
qui	qui	PRON
se	se	PRON
était	être	AUX
jadis	jadis	ADV
battu	battre	VERB
pour	pour	ADP
la	le	DET
cause	cause	NOUN
royale	royal	ADJ
en	en	ADP
1799	1799	NUM
.	.	PUNCTsent
Joseph	Joseph	PROPN
Bridau	Bridau	PROPN
,	,	PUNCTclause
le	le	DET
grand	grand	ADJ
peintre	peintre	NOUN
,	,	PUNCTclause
ne	ne	ADV
fut	être	AUX
pas	pas	ADV
décoré	décorer	VERB
.	.	PUNCTsent
Le	le	DET
ministre de l'Intérieur	ministre de l'Intérieur	NOUN
commanda	commander	VERB
deux	deux	NUM
tableaux	tableau	NOUN
de	de	ADP
église	église	NOUN
à	à	ADP
Fougères	Fougères	PROPN
.	.	PUNCTsent
Ce	ce	DET
salon	salon	NOUN
fut	être	AUX
pour	pour	ADP
Pierre	Pierre	PROPN
Grassou	Grassou	PROPN
toute	tout	ADJ
sa	son	DET
fortune	fortune	NOUN
,	,	PUNCTclause
sa	son	DET
gloire	gloire	NOUN
,	,	PUNCTclause
son	son	DET
avenir	avenir	NOUN
,	,	PUNCTclause
sa	son	DET
vie	vie	NOUN
.	.	PUNCTsent
Inventer	inventer	VERB
en	en	ADP
toute	toute	DET
chose	chose	NOUN
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
vouloir	vouloir	VERB
mourir	mourir	VERB
à	à	ADP
petit	petit	ADJ
feu	feu	NOUN
;	;	PUNCTclause
copier	copier	VERB
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
vivre	vivre	VERB
.	.	PUNCTsent
Après	après	ADP
avoir	avoir	AUX
enfin	enfin	ADV
découvert	découvrir	VERB
un	un	DET
filon	filon	NOUN
plein	plein	ADJ
de	de	ADP
or	or	NOUN
,	,	PUNCTclause
Grassou	Grassou	PROPN
de	de	ADP
Fougères	Fougères	PROPN
pratiqua	pratiquer	VERB
la	le	DET
partie	partie	NOUN
de	de	ADP
cette	ce	DET
cruelle	cruel	ADJ
maxime	maxime	NOUN
à	à	ADP
laquelle	laquelle	PRON
la	le	DET
société	société	NOUN
doit	devoir	VERB
ces	ce	DET
infâmes	infâme	ADJ
médiocrités	médiocrité	NOUN
chargées	charger	VERB
de	de	ADP
élire	élire	VERB
aujourd'hui	aujourd'hui	ADV
les	le	DET
supériorités	supériorité	NOUN
dans	dans	ADP
toutes	tout	ADJ
les	le	DET
classes	classe	NOUN
sociales	social	ADJ
;	;	PUNCTclause
mais	mais	CCONJ
qui	qui	PRON
naturellement	naturellement	ADV
se	se	PRON
élisent	élire	VERB
elles-mêmes	elles-mêmes	PRON
,	,	PUNCTclause
et	et	CCONJ
font	faire	VERB
une	un	DET
guerre	guerre	NOUN
acharnée	acharné	ADJ
aux	au	ADP_DET
vrais	vrai	ADJ
talents	talent	NOUN
.	.	PUNCTsent
Le	le	DET
principe	principe	NOUN
de	de	ADP
l'	le	DET
Élection	élection	NOUN
,	,	PUNCTclause
appliqué	appliquer	VERB
à	à	ADP
tout	tout	DET
,	,	PUNCTclause
est	être	AUX
faux	faux	ADJ
,	,	PUNCTclause
la	le	DET
France	France	PROPN
en	en	ADP
reviendra	revenir	VERB
.	.	PUNCTsent
Néanmoins	néanmoins	ADV
,	,	PUNCTclause
la	le	DET
modestie	modestie	NOUN
,	,	PUNCTclause
la	le	DET
simplicité	simplicité	NOUN
,	,	PUNCTclause
la	le	DET
surprise	surprise	NOUN
du	du	ADP_DET
bon	bon	ADJ
et	et	CCONJ
doux	doux	ADJ
Fougères	fougère	ADJ
,	,	PUNCTclause
firent	faire	VERB
taire	taire	VERB
les	le	DET
récriminations	récrimination	NOUN
et	et	CCONJ
l'	le	DET
envie	envie	NOUN
.	.	PUNCTsent
D'ailleurs	d'ailleurs	ADV
il	il	PRON
eut	avoir	VERB
pour	pour	ADP
lui	lui	PRON
les	le	DET
Grassou	Grassou	PROPN
parvenus	parvenir	VERB
,	,	PUNCTclause
solidaires	solidaire	ADJ
des	un	ADP_DET
Grassou	Grassou	PROPN
à	à	ADP
venir	venir	VERB
.	.	PUNCTsent
Quelques	quelque	DET
gens	gens	NOUN
,	,	PUNCTclause
émus	émouvoir	VERB
par	par	ADP
l'	le	DET
énergie	énergie	NOUN
de	de	ADP
un	un	DET
homme	homme	NOUN
que	que	SCONJ
rien	rien	PRON
ne	ne	ADV
avait	avoir	VERB
découragé	décourager	VERB
,	,	PUNCTclause
parlaient	parler	VERB
du	du	ADP_DET
Dominiquin	Dominiquin	PROPN
,	,	PUNCTclause
et	et	CCONJ
disaient	dire	VERB
:	:	PUNCTclause
«	«	PUNCTsent
Il	il	PRON
faut	falloir	VERB
récompenser	récompenser	VERB
la	le	DET
volonté	volonté	NOUN
dans	dans	ADP
les	le	DET
Arts	art	NOUN
!	!	PUNCTsent
Grassou	Grassou	PROPN
ne	ne	ADV
a	avoir	AUX
pas	pas	ADV
volé	voler	VERB
son	son	DET
succès	succès	NOUN
!	!	PUNCTsent
voilà	voilà	ADP
dix	dix	NUM
ans	an	NOUN
que	que	SCONJ
il	il	PRON
pioche	piocher	VERB
,	,	PUNCTclause
pauvre	pauvre	ADJ
bonhomme	bonhomme	NOUN
!	!	PUNCTsent
»	»	PUNCTclause
Cette	ce	DET
exclamation	exclamation	NOUN
de	de	ADP
pauvre	pauvre	NOUN
bonhomme	bonhomme	ADJ
!	!	PUNCTsent
était	être	AUX
pour	pour	ADP
la	le	DET
moitié	moitié	NOUN
dans	dans	ADP
les	le	DET
adhésions	adhésion	NOUN
et	et	CCONJ
les	le	DET
félicitations	félicitation	NOUN
que	que	PRON
recevait	recevoir	VERB
le	le	DET
peintre	peintre	NOUN
.	.	PUNCTsent
La	le	DET
pitié	pitié	NOUN
élève	élever	VERB
autant	autant	ADV
de	de	ADP
médiocrités	médiocrité	NOUN
que	que	SCONJ
l'	le	DET
envie	envie	NOUN
rabaisse	rabaisser	VERB
de	de	ADP
grands	grand	ADJ
artistes	artiste	NOUN
.	.	PUNCTsent
Les	le	DET
journaux	journal	NOUN
ne	ne	ADV
avaient	avoir	AUX
pas	pas	ADV
épargné	épargner	VERB
les	le	DET
critiques	critique	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
le	le	DET
chevalier	chevalier	NOUN
Fougères	fougère	ADJ
les	le	DET
digéra	digérer	VERB
comme	comme	ADP
il	il	PRON
digérait	digérer	VERB
les	le	DET
conseils	conseil	NOUN
de	de	ADP
ses	son	DET
amis	ami	NOUN
,	,	PUNCTclause
avec	avec	ADP
une	un	DET
patience	patience	NOUN
angélique	angélique	ADJ
.	.	PUNCTsent
Riche	riche	ADJ
alors	alors	ADV
de	de	ADP
une	une	NUM
quinzaine	quinzaine	NOUN
de	de	ADP
mille	mille	NUM
francs	franc	NOUN
bien	bien	ADV
péniblement	péniblement	ADV
gagnés	gagner	VERB
,	,	PUNCTclause
il	il	PRON
meubla	meubler	VERB
son	son	DET
appartement	appartement	NOUN
et	et	CCONJ
son	son	DET
atelier	atelier	NOUN
rue	rue	NOUN
de	de	ADP
Navarin	Navarin	PROPN
,	,	PUNCTclause
il	il	PRON
y	y	PRON
fit	faire	VERB
le	le	DET
tableau	tableau	NOUN
demandé	demander	VERB
par	par	ADP
monseigneur	monseigneur	NOUN
le	le	DET
Dauphin	Dauphin	PROPN
,	,	PUNCTclause
et	et	CCONJ
les	le	DET
deux	deux	NUM
tableaux	tableau	NOUN
de	de	ADP
église	église	NOUN
commandés	commander	VERB
par	par	ADP
le	le	DET
Ministère	ministère	NOUN
,	,	PUNCTclause
à	à	ADP
jour	jour	NOUN
fixe	fixe	ADJ
,	,	PUNCTclause
avec	avec	ADP
une	un	DET
régularité	régularité	NOUN
désespérante	désespérant	ADJ
pour	pour	ADP
la	le	DET
caisse	caisse	NOUN
du	du	ADP_DET
Ministère	ministère	NOUN
,	,	PUNCTclause
habituée	habituer	VERB
à	à	ADP
d'autres	d'autre	PRON
façons	façon	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
admirez	admirer	VERB
le	le	DET
bonheur	bonheur	NOUN
des	un	ADP_DET
gens	gens	NOUN
qui	qui	PRON
ont	avoir	VERB
de	de	ADP
l'	le	DET
ordre	ordre	NOUN
?	?	PUNCTsent
si	si	SCONJ
il	il	PRON
avait	avoir	AUX
tardé	tarder	VERB
,	,	PUNCTclause
Grassou	Grassou	PROPN
,	,	PUNCTclause
surpris	surprendre	VERB
par	par	ADP
la	le	DET
Révolution	Révolution	PROPN
de	de	ADP
Juillet	juillet	NOUN
,	,	PUNCTclause
ne	ne	ADV
eût	avoir	AUX
pas	pas	ADV
été	être	AUX
payé	payer	VERB
.	.	PUNCTsent
À	à	ADP
trente-sept	trente-sept	NUM
ans	an	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
avait	avoir	AUX
fabriqué	fabriquer	VERB
pour	pour	ADP
Élias	Élias	PROPN
Magus	Magus	PROPN
environ	environ	ADV
deux	deux	NUM
cents	cents	NUM
tableaux	tableau	NOUN
complètement	complètement	ADV
inconnus	inconnu	ADJ
,	,	PUNCTclause
mais	mais	CCONJ
à	à	ADP
l'	le	DET
aide	aide	NOUN
desquels	desquels	PRON
il	il	PRON
était	être	AUX
parvenu	parvenir	VERB
à	à	ADP
cette	ce	DET
manière	manière	NOUN
satisfaisante	satisfaisant	ADJ
,	,	PUNCTclause
à	à	ADP
ce	ce	DET
point	point	NOUN
de	de	ADP
exécution	exécution	NOUN
qui	qui	PRON
fait	faire	VERB
hausser	hausser	VERB
les	le	DET
épaules	épaule	NOUN
à	à	ADP
l'	le	DET
artiste	artiste	NOUN
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
chérit	chérir	VERB
la	le	DET
bourgeoisie	bourgeoisie	NOUN
.	.	PUNCTsent
Fougères	fougère	NOUN
était	être	AUX
cher	cher	ADJ
à	à	ADP
ses	son	DET
amis	ami	NOUN
par	par	ADP
une	un	DET
rectitude	rectitude	NOUN
de	de	ADP
idées	idée	NOUN
,	,	PUNCTclause
par	par	ADP
une	un	DET
sécurité	sécurité	NOUN
de	de	ADP
sentiments	sentiment	NOUN
,	,	PUNCTclause
une	un	DET
obligeance	obligeance	NOUN
parfaite	parfait	ADJ
,	,	PUNCTclause
une	un	DET
grande	grand	ADJ
loyauté	loyauté	NOUN
;	;	PUNCTclause
si	si	SCONJ
ils	ils	PRON
ne	ne	ADV
avaient	avoir	VERB
aucune	aucun	DET
estime	estime	NOUN
pour	pour	ADP
la	le	DET
palette	palette	NOUN
,	,	PUNCTclause
ils	ils	PRON
aimaient	aimer	VERB
l'	le	DET
homme	homme	NOUN
qui	qui	PRON
la	le:PRON	PRON
tenait	tenir	VERB
.	.	PUNCTsent
—	—	PUNCTclause
Quel	quel	DET
malheur	malheur	NOUN
que	que	SCONJ
Fougères	Fougères	PROPN
ait	avoir	AUX
le	le	DET
vice	vice	NOUN
de	de	ADP
la	le	DET
peinture	peinture	NOUN
!	!	PUNCTsent
se	se	PRON
disaient	dire	VERB
ses	son	DET
camarades	camarade	NOUN
.	.	PUNCTsent
Néanmoins	néanmoins	ADV
Grassou	Grassou	PROPN
donnait	donner	VERB
des	un	DET
conseils	conseil	NOUN
excellents	excellent	ADJ
,	,	PUNCTclause
semblable	semblable	ADJ
à	à	ADP
ces	ce	DET
feuilletonistes	feuilletoniste	NOUN
incapables	incapable	ADJ
de	de	ADP
écrire	écrire	VERB
un	un	DET
livre	livre	NOUN
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
savent	savoir	VERB
très-bien	très-bien	ADV
par	par	ADP
où	où	PRON
pèchent	pécher	VERB
les	le	DET
livres	livre	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
il y a	il y a	VERB
entre	entre	ADP
les	le	DET
critiques	critique	NOUN
littéraires	littéraire	ADJ
et	et	CCONJ
Fougères	fougère	ADJ
une	un	DET
différence	différence	NOUN
:	:	PUNCTclause
il	il	PRON
était	être	AUX
éminemment	éminemment	ADV
sensible	sensible	ADJ
aux	au	ADP_DET
beautés	beauté	NOUN
,	,	PUNCTclause
il	il	PRON
les	le	DET
reconnaissait	reconnaître	VERB
,	,	PUNCTclause
et	et	CCONJ
ses	son	DET
conseils	conseil	NOUN
étaient	être	AUX
empreints	empreindre	VERB
de	de	ADP
un	un	DET
sentiment	sentiment	NOUN
de	de	ADP
justice	justice	NOUN
qui	qui	PRON
faisait	faire	VERB
accepter	accepter	VERB
la	le	DET
justesse	justesse	NOUN
de	de	ADP
ses	son	DET
remarques	remarque	NOUN
.	.	PUNCTsent
Depuis	depuis	ADP
la	le	DET
Révolution	Révolution	PROPN
de	de	ADP
Juillet	juillet	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
présentait	présenter	VERB
à	à	ADP
chaque	chaque	DET
Exposition	exposition	NOUN
une	une	NUM
dizaine	dizaine	NOUN
de	de	ADP
tableaux	tableau	NOUN
,	,	PUNCTclause
parmi	parmi	ADP
lesquels	lesquels	PRON
le	le	DET
Jury	Jury	PROPN
en	en	PRON
admettait	admettre	VERB
quatre	quatre	NUM
ou	ou	CCONJ
cinq	cinq	NUM
.	.	PUNCTsent
Il	il	PRON
vivait	vivre	VERB
avec	avec	ADP
la	le	DET
plus	plus	ADV
rigide	rigide	ADJ
économie	économie	NOUN
,	,	PUNCTclause
et	et	CCONJ
tout	tout	PRON
son	son	DET
domestique	domestique	NOUN
consistait	consister	VERB
dans	dans	ADP
une	un	DET
femme	femme	NOUN
de	de	ADP
ménage	ménage	NOUN
.	.	PUNCTsent
Pour	pour	ADP
toute	toute	DET
distraction	distraction	NOUN
,	,	PUNCTclause
il	il	PRON
visitait	visiter	VERB
ses	son	DET
amis	ami	NOUN
,	,	PUNCTclause
il	il	PRON
allait	aller	VERB
voir	voir	VERB
les	le	DET
objets	objet	NOUN
de	de	ADP
art	art	NOUN
,	,	PUNCTclause
il	il	PRON
se	se	PRON
permettait	permettre	VERB
quelques	quelque	DET
petits	petit	ADJ
voyages	voyage	NOUN
en	en	ADP
France	France	PROPN
,	,	PUNCTclause
il	il	PRON
projetait	projeter	VERB
de	de	ADP
aller	aller	VERB
chercher	chercher	VERB
des	un	DET
inspirations	inspiration	NOUN
en	en	ADP
Suisse	Suisse	PROPN
.	.	PUNCTsent
Ce	ce	PRON
détestable	détestable	ADJ
artiste	artiste	NOUN
était	être	AUX
un	un	DET
excellent	excellent	ADJ
citoyen	citoyen	NOUN
:	:	PUNCTclause
il	il	PRON
montait	monter	VERB
sa	son	DET
garde	garde	NOUN
,	,	PUNCTclause
allait	aller	VERB
aux	au	ADP_DET
revues	revue	NOUN
,	,	PUNCTclause
payait	payer	VERB
son	son	DET
loyer	loyer	NOUN
et	et	CCONJ
ses	son	DET
consommations	consommation	NOUN
avec	avec	ADP
l'	le	DET
exactitude	exactitude	NOUN
la	le	DET
plus	plus	ADV
bourgeoise	bourgeois	ADJ
.	.	PUNCTsent
Ayant	avoir	AUX
vécu	vivre	VERB
dans	dans	ADP
le	le	DET
travail	travail	NOUN
et	et	CCONJ
dans	dans	ADP
la	le	DET
misère	misère	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
avait	avoir	AUX
jamais	jamais	ADV
eu	avoir	VERB
le	le	DET
temps	temps	NOUN
de	de	ADP
aimer	aimer	VERB
.	.	PUNCTsent
jusque	jusque	ADP
alors	alors	ADV
garçon	garçon	NOUN
et	et	CCONJ
pauvre	pauvre	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
se	se	PRON
souciait	soucier	VERB
point	point	ADV
